,"[2,1]","[3,1]","[3,2]","[4,1]","[4,2]","[4,3]"
2842,0,0,1,0,1,2
2843,0,3,3,4,4,0
2844,0,0,3,0,6,30
2845,1,5,0,11,0,0
2846,0,0,0,0,6,11
2847,1,1,3,4,13,12
2848,2,4,2,3,10,0
2849,0,0,0,10,10,10
2850,1,0,0,1,2,2
2851,0,0,2,0,2,3
2852,0,0,0,0,0,0
2853,1,2,3,6,5,2
2854,0,0,3,0,13,0
2855,0,0,0,0,7,9
2856,2,2,0,7,0,21
2857,0,0,6,0,0,0
2858,0,0,2,0,4,7
2859,3,2,0,5,0,12
2860,1,3,5,11,9,14
2861,0,2,2,11,9,6
2862,0,0,1,0,0,0
2863,1,2,0,12,0,0
2864,0,0,6,0,1,0
2865,1,0,4,1,0,1
2866,1,2,1,0,0,0
2867,0,0,5,0,2,0
2868,0,6,6,29,29,0
2869,1,0,0,3,3,3
2870,0,0,0,0,6,9
2871,1,0,2,1,0,1
2872,2,2,0,26,0,0
2873,1,2,1,14,1,7
2874,0,3,3,1,1,0
2875,2,3,4,3,4,0
2876,1,0,0,1,0,1
2877,2,4,0,4,0,0
2878,1,1,4,0,2,4
2879,0,2,2,7,13,9
2880,0,0,0,0,0,17
2881,2,0,1,15,2,21
2882,0,0,0,0,0,0
2883,0,2,2,1,1,0
2884,0,0,0,0,0,23
2885,1,2,1,0,0,0
2886,1,2,0,0,0,0
2887,1,5,0,10,0,11
2888,2,5,0,5,0,0
2889,0,0,3,0,5,5
2890,0,0,6,0,14,0
2891,0,2,2,1,6,4
2892,1,1,3,3,9,13
2893,2,3,0,17,0,0
2894,1,0,1,19,2,41
2895,0,0,3,0,9,0
2896,1,1,1,1,1,7
2897,0,2,2,7,21,18
2898,0,3,3,1,1,0
2899,2,0,0,19,17,32
2900,1,4,2,26,7,32
2901,0,0,0,3,3,3
2902,3,1,0,25,0,0
2903,1,1,2,0,4,6
2904,2,6,2,12,11,14
2905,2,2,2,0,10,1
2906,0,2,2,16,26,33
2907,0,0,0,0,0,14
2908,0,0,2,0,2,4
2909,1,1,2,0,0,0
2910,2,0,0,8,0,19
2911,1,2,0,0,0,0
2912,0,3,3,1,1,0
2913,1,2,1,1,0,1
2914,1,1,0,0,0,0
2915,0,0,6,0,22,0
2916,1,6,0,19,0,0
2917,1,2,6,13,16,0
2918,1,1,2,3,6,1
2919,1,2,0,0,0,0
2920,0,1,1,2,2,2
2921,0,0,0,0,0,0
2922,0,0,8,0,6,0
2923,1,1,2,0,5,1
2924,0,1,1,1,3,3
2925,0,0,5,0,8,3
2926,1,1,1,12,16,19
2927,2,6,0,16,0,0
2928,0,0,0,0,0,16
2929,1,3,0,22,0,7
2930,0,0,1,0,4,5
2931,1,2,5,9,6,2
2932,1,4,8,1,11,0
2933,1,1,3,13,10,8
2934,0,6,6,14,17,0
2935,0,0,2,0,10,0
2936,0,0,3,0,9,5
2937,2,4,0,4,0,0
2938,0,0,4,0,45,44
2939,1,1,2,0,0,0
2940,0,0,0,0,0,0
2941,0,3,3,12,13,0
2942,1,4,3,22,0,10
2943,1,1,0,2,2,2
2944,2,1,0,0,0,23
2945,1,2,0,7,9,19
2946,1,13,0,24,0,0
2947,1,2,2,17,30,0
2948,0,3,3,1,1,0
2949,1,7,5,41,25,0
2950,1,1,0,1,0,0
2951,1,1,4,2,3,0
2952,2,3,0,11,0,7
2953,1,4,4,8,17,0
2954,0,0,3,0,25,27
2955,0,0,1,0,0,0
2956,0,0,2,0,10,16
2957,0,0,0,0,0,4
2958,0,0,5,0,15,0
2959,1,3,0,26,0,0
2960,0,0,1,0,4,41
2961,2,2,4,24,15,0
2962,1,1,0,10,0,9
2963,1,0,0,1,3,3
2964,1,9,10,14,7,0
2965,1,2,1,12,11,0
2966,1,1,1,4,11,9
2967,0,0,0,0,0,0
2968,3,1,0,5,0,15
2969,1,3,0,16,0,14
2970,0,0,0,0,0,0
2971,1,0,0,2,3,3
2972,1,3,2,3,4,1
2973,2,2,0,1,0,4
2974,0,0,5,0,4,0
2975,3,6,5,5,5,0
2976,1,0,0,3,0,3
2977,0,0,1,0,20,0
2978,3,3,0,12,0,0
2979,0,2,2,1,1,0
2980,0,0,2,0,0,0
2981,0,0,0,0,0,0
2982,1,1,2,5,4,9
2983,0,0,2,0,16,8
2984,0,2,2,4,7,5
2985,0,0,0,0,0,17
2986,2,6,0,8,0,0
2987,2,2,0,0,0,2
2988,1,3,1,5,11,8
2989,2,0,0,10,0,10
2990,0,0,3,0,6,0
2991,1,8,0,25,0,0
2992,1,1,2,21,6,0
2993,0,0,5,0,10,9
2994,1,1,1,0,3,3
2995,1,4,2,49,7,15
2996,1,1,1,2,7,0
2997,1,3,6,5,11,0
2998,0,0,0,0,0,28
2999,0,0,0,0,0,0
3000,0,2,2,4,5,3
3001,2,2,0,36,0,0
3002,1,3,7,8,34,0
3003,0,0,0,0,0,12
3004,2,2,9,8,8,0
3005,0,2,2,1,1,0
3006,1,1,1,0,1,1
3007,0,0,0,0,0,74
3008,0,2,2,20,8,16
3009,1,5,4,5,33,27
3010,1,3,7,4,7,0
3011,0,0,3,0,11,11
3012,0,0,4,0,9,7
3013,2,2,0,1,0,5
3014,0,0,1,0,0,11
3015,0,0,7,0,7,2
3016,2,4,0,22,0,18
3017,1,7,0,7,0,0
3018,1,0,0,2,1,3
3019,0,0,0,0,13,13
3020,0,0,0,0,0,44
3021,0,0,0,0,0,0
3022,0,0,4,0,11,17
3023,1,1,1,0,3,2
3024,1,1,3,0,5,14
3025,2,3,0,1,0,18
3026,0,0,0,0,0,0
3027,0,0,5,0,7,0
3028,0,2,2,1,1,1
3029,1,1,1,10,3,6
3030,1,1,2,1,8,9
3031,1,1,0,12,0,13
3032,1,3,0,19,0,18
3033,0,2,2,30,22,0
3034,0,3,3,21,21,0
3035,0,0,0,0,0,1
3036,3,3,0,1,0,2
3037,2,5,1,3,2,5
3038,0,2,2,19,20,0
3039,2,6,0,15,0,0
3040,0,0,3,0,13,18
3041,1,3,4,15,7,7
3042,0,0,0,0,0,7
3043,0,1,1,4,2,3
3044,1,1,3,2,2,7
3045,0,0,0,0,0,0
3046,3,2,0,2,0,5
3047,1,1,3,3,2,1
3048,0,0,5,0,20,0
3049,1,2,0,5,0,6
3050,1,2,1,9,2,3
3051,0,2,2,10,18,13
3052,0,0,7,0,4,2
3053,1,1,1,33,3,37
3054,0,2,2,1,1,0
3055,0,0,0,0,0,0
3056,3,0,0,12,0,16
3057,3,0,0,5,0,5
3058,0,0,2,0,12,0
3059,0,0,5,0,20,6
3060,0,0,4,0,12,9
3061,1,4,3,2,3,4
3062,1,2,0,7,17,21
3063,2,1,0,15,0,14
3064,0,0,0,0,0,20
3065,1,8,0,2,0,0
3066,0,0,2,0,11,5
3067,1,2,0,0,0,0
3068,1,1,1,0,0,0
3069,0,0,1,0,2,1
3070,0,0,0,0,32,39
3071,1,0,0,5,4,8
3072,0,2,2,1,1,0
3073,0,2,2,2,5,1
3074,0,3,3,4,7,0
3075,1,1,0,2,2,2
3076,1,2,5,1,5,1
3077,0,0,1,0,0,0
3078,1,3,0,11,9,15
3079,0,2,2,3,1,1
3080,0,0,1,0,1,2
3081,2,3,0,4,0,0
3082,1,4,3,7,29,17
3083,0,0,3,0,24,0
3084,0,0,7,0,1,0
3085,2,2,2,6,11,15
3086,0,5,5,1,1,0
3087,0,4,4,19,18,0
3088,2,3,0,4,0,10
3089,1,4,0,17,0,3
3090,0,0,2,0,8,10
3091,0,3,3,2,2,1
3092,0,0,0,0,0,8
3093,0,0,0,0,0,0
3094,1,3,1,13,6,23
3095,0,0,4,0,0,0
3096,2,0,0,19,0,22
3097,4,1,0,8,0,0
3098,1,1,5,0,0,0
3099,1,1,0,24,0,0
3100,0,0,0,5,5,5
3101,0,3,3,1,1,0
3102,0,0,0,0,0,26
3103,0,0,2,0,0,0
3104,1,2,2,4,10,1
3105,1,2,1,10,10,11
3106,0,0,0,0,0,1
3107,1,1,2,2,3,6
3108,0,0,0,0,0,0
3109,0,0,1,0,1,5
3110,2,2,0,1,0,1
3111,0,0,0,0,0,20
3112,2,2,0,4,0,0
3113,1,4,1,10,7,9
3114,0,0,2,0,13,11
3115,2,3,0,31,0,21
3116,2,4,2,5,1,10
3117,0,0,2,0,8,7
3118,2,1,0,1,0,1
3119,0,0,0,0,11,22
3120,1,2,0,3,0,0
3121,0,0,0,0,0,5
3122,1,1,2,1,4,3
3123,2,0,0,22,0,35
3124,1,2,3,2,3,4
3125,0,0,1,0,0,0
3126,2,3,4,7,1,0
3127,0,0,2,0,0,2
3128,0,0,0,0,6,6
3129,0,3,3,1,1,0
3130,1,0,1,5,2,7
3131,2,2,0,2,0,2
3132,0,1,1,4,2,2
3133,2,0,1,14,4,18
3134,0,1,1,4,3,4
3135,0,0,3,0,4,0
3136,0,0,0,0,8,8
3137,0,0,0,0,0,3
3138,1,3,1,5,0,4
3139,1,2,4,4,15,8
3140,0,0,4,0,15,6
3141,1,2,1,0,0,0
3142,1,0,0,2,3,5
3143,0,1,1,3,4,3
3144,0,2,2,7,11,9
3145,0,1,1,2,2,2
3146,1,2,0,0,0,0
3147,1,3,7,1,1,0
3148,2,2,0,18,0,11
3149,0,0,3,0,5,6
3150,0,0,4,0,11,22
3151,1,2,0,3,0,0
3152,1,4,2,27,7,0
3153,1,1,4,12,7,14
3154,2,0,2,7,2,10
3155,0,0,2,0,20,40
3156,1,1,1,2,8,0
3157,3,1,0,3,0,0
3158,0,0,7,0,8,0
3159,1,6,5,0,1,0
3160,2,3,0,4,0,0
3161,1,1,1,0,0,0
3162,3,1,0,7,0,8
3163,1,2,2,4,11,13
3164,1,2,1,0,0,0
3165,0,0,0,0,0,2
3166,2,3,7,3,7,7
3167,0,0,9,0,7,0
3168,1,0,0,1,1,2
3169,0,0,4,0,15,17
3170,0,0,0,0,0,6
3171,0,0,2,0,2,4
3172,0,0,2,0,6,1
3173,0,1,1,1,4,3
3174,3,0,0,13,0,24
3175,2,0,0,13,13,27
3176,1,5,0,6,20,20
3177,0,0,0,0,0,3
3178,0,0,4,0,11,30
3179,2,2,0,1,0,0
3180,0,0,0,0,0,14
3181,0,2,2,7,5,0
3182,0,0,4,0,3,0
3183,0,0,6,0,13,11
3184,0,0,0,0,1,2
3185,1,10,0,14,0,0
3186,0,0,0,0,0,0
3187,0,0,0,0,0,1
3188,3,0,0,5,0,11
3189,0,0,0,0,0,0
3190,1,1,1,0,0,0
3191,0,3,3,20,26,24
3192,0,0,0,0,0,6
3193,2,2,2,0,6,5
3194,1,1,2,0,0,0
3195,0,0,0,0,0,0
3196,0,0,0,0,0,3
3197,0,2,2,8,12,0
3198,1,1,3,12,2,6
3199,2,4,3,4,3,0
3200,0,2,2,11,10,2
3201,0,0,0,0,0,0
3202,1,1,1,1,4,10
3203,1,2,2,12,8,12
3204,0,0,0,0,0,0
3205,1,2,1,0,0,0
3206,0,0,0,0,0,0
3207,2,0,0,1,0,2
3208,1,0,0,1,1,2
3209,0,0,1,0,3,24
3210,0,2,2,16,8,9
3211,0,0,0,0,0,0
3212,1,1,0,5,0,4
3213,0,6,6,4,5,0
3214,1,2,4,2,4,4
3215,0,0,1,0,4,3
3216,0,4,4,8,4,0
3217,0,0,0,0,0,20
3218,0,4,4,20,27,14
3219,1,2,1,16,1,13
3220,1,0,0,3,0,3
3221,0,2,2,1,1,0
3222,2,0,1,6,4,9
3223,0,0,2,0,14,0
3224,1,5,0,4,0,1
3225,1,1,1,0,1,1
3226,2,1,0,10,0,13
3227,0,0,2,0,0,0
3228,1,2,2,6,2,0
3229,3,3,0,2,0,0
3230,0,0,0,18,18,18
3231,0,0,0,0,0,0
3232,0,0,3,0,5,5
3233,0,0,1,0,4,12
3234,0,0,0,0,0,14
3235,0,0,0,0,0,28
3236,1,6,0,25,0,36
3237,1,2,3,17,14,32
3238,0,3,3,12,28,0
3239,0,0,0,0,0,8
3240,0,0,1,0,9,10
3241,0,0,1,0,5,7
3242,1,0,0,3,2,4
3243,0,0,0,0,0,1
3244,1,5,2,11,0,6
3245,0,0,0,0,0,0
3246,3,4,0,4,0,0
3247,1,0,1,1,0,1
3248,2,3,0,20,0,18
3249,2,0,0,7,0,10
3250,0,1,1,4,3,3
3251,1,5,4,10,13,4
3252,2,2,0,48,0,52
3253,2,3,3,9,9,0
3254,0,0,0,0,0,0
3255,0,0,4,0,3,0
3256,1,0,1,9,1,14
3257,0,0,0,0,4,6
3258,1,2,0,1,0,0
3259,0,0,0,0,0,38
3260,0,0,0,0,0,0
3261,1,3,2,0,0,0
3262,0,0,4,0,4,10
3263,0,2,2,3,9,9
3264,1,1,1,0,0,0
3265,1,5,4,1,1,0
3266,0,0,5,0,8,0
3267,0,3,3,3,3,0
3268,2,1,1,18,17,0
3269,1,0,1,1,0,1
3270,0,0,0,0,0,10
3271,0,0,0,0,0,2
3272,0,0,2,0,0,0
3273,0,0,1,0,13,9
3274,0,0,0,0,0,11
3275,0,0,0,0,0,38
3276,1,0,6,10,10,10
3277,1,2,0,1,0,2
3278,0,0,5,0,13,2
3279,1,0,1,11,2,11
3280,0,0,0,0,0,5
3281,1,2,4,3,37,0
3282,1,1,0,20,0,0
3283,1,3,3,11,4,8
3284,1,0,1,7,1,7
3285,1,2,1,6,9,6
3286,0,0,2,0,14,0
3287,2,9,6,2,2,0
3288,2,8,3,19,3,0
3289,0,0,7,0,24,12
3290,0,0,2,0,2,8
3291,0,0,1,0,13,22
3292,1,2,2,16,17,29
3293,0,0,2,0,15,11
3294,0,0,1,0,2,6
3295,3,0,0,2,0,2
3296,0,0,0,0,0,0
3297,0,0,2,0,4,12
3298,2,1,0,5,0,42
3299,0,0,0,0,2,2
3300,0,0,0,0,0,0
3301,2,1,0,13,0,43
3302,0,0,4,0,2,0
3303,0,6,6,10,7,9
3304,2,2,0,13,0,7
3305,0,0,1,0,0,0
3306,0,0,3,0,10,14
3307,2,3,0,5,0,0
3308,0,0,0,0,0,5
3309,1,1,1,12,2,11
3310,0,0,0,0,28,39
3311,1,3,10,0,0,0
3312,2,2,0,3,0,0
3313,1,1,0,1,0,1
3314,0,0,1,0,4,4
3315,0,0,3,0,0,0
3316,0,0,3,0,13,16
3317,1,3,0,7,14,18
3318,1,2,2,20,17,0
3319,1,1,0,0,1,1
3320,3,1,0,0,0,0
3321,2,1,1,0,0,0
3322,0,0,2,0,5,10
3323,1,0,0,20,21,29
3324,0,3,3,18,17,8
3325,0,1,1,29,20,28
3326,3,3,0,5,0,24
3327,1,1,0,0,1,1
3328,0,0,4,0,13,0
3329,1,4,5,2,13,0
3330,0,0,5,0,25,0
3331,3,2,0,38,0,20
3332,1,1,0,1,3,4
3333,1,2,3,4,10,0
3334,0,4,4,9,9,2
3335,0,0,0,0,0,0
3336,0,2,2,1,1,0
3337,1,3,9,5,14,6
3338,2,1,0,6,0,12
3339,2,1,0,12,0,25
3340,0,0,3,0,15,0
3341,2,0,0,14,3,15
3342,0,0,0,0,0,0
3343,0,2,2,5,7,3
3344,1,1,1,0,1,1
3345,1,1,2,26,10,14
3346,0,0,0,0,0,0
3347,2,6,0,13,0,0
3348,1,1,0,1,0,0
3349,1,8,5,3,2,0
3350,0,2,2,32,32,16
3351,3,2,0,15,0,0
3352,2,3,2,3,2,12
3353,1,4,1,1,0,1
3354,0,4,4,4,8,0
3355,1,5,0,6,0,6
3356,1,3,0,10,0,5
3357,0,0,6,0,0,0
3358,0,0,0,0,0,20
3359,1,2,1,0,0,0
3360,0,0,0,0,0,5
3361,0,2,2,14,29,12
3362,0,0,0,0,0,0
3363,0,2,2,10,6,5
3364,1,2,0,0,1,1
3365,0,0,0,0,0,0
3366,1,8,0,10,0,9
3367,1,2,1,5,2,14
3368,0,0,0,0,0,0
3369,1,0,0,2,0,2
3370,0,0,5,0,0,0
3371,0,2,2,6,15,13
3372,0,0,2,0,12,0
3373,0,0,0,0,0,0
3374,0,0,0,0,0,1
3375,0,3,3,7,19,0
3376,1,1,2,2,2,10
3377,1,2,3,4,13,12
3378,3,2,0,15,0,0
3379,0,0,2,0,9,11
3380,0,0,2,0,2,0
3381,0,0,0,0,0,16
3382,1,2,0,0,0,0
3383,0,4,4,54,26,18
3384,1,1,2,0,0,0
3385,2,1,1,8,17,0
3386,0,0,3,0,5,15
3387,0,0,4,0,13,15
3388,1,3,1,6,7,2
3389,0,0,0,0,0,57
3390,1,2,0,7,0,17
3391,1,2,3,4,9,1
3392,1,3,0,10,10,22
3393,1,5,3,16,4,0
3394,0,0,2,0,4,0
3395,0,0,1,0,0,0
3396,0,2,2,3,5,3
3397,0,0,5,0,0,0
3398,0,0,6,0,15,2
3399,0,4,4,18,29,15
3400,0,0,0,0,4,7
3401,0,0,5,0,10,0
3402,2,4,0,0,0,9
3403,2,3,0,5,0,15
3404,2,0,0,4,0,7
3405,2,1,2,5,3,11
3406,0,0,1,0,1,0
3407,1,1,2,1,5,1
3408,0,0,11,0,22,0
3409,1,2,2,7,2,3
3410,1,1,3,4,7,18
3411,0,0,0,0,0,0
3412,0,0,1,0,1,1
3413,0,0,0,0,0,0
3414,1,1,5,6,20,59
3415,0,0,5,0,13,0
3416,1,1,2,2,0,1
3417,0,0,2,0,1,2
3418,0,0,0,0,0,0
3419,1,1,3,1,8,8
3420,1,3,2,1,11,11
3421,0,0,4,0,0,0
3422,1,2,3,5,9,10
3423,0,0,7,0,12,11
3424,0,0,0,0,0,27
3425,0,0,3,0,17,0
3426,1,2,0,5,0,4
3427,0,0,4,0,61,15
3428,0,0,1,0,5,5
3429,0,0,1,0,1,1
3430,0,4,4,13,12,17
3431,1,1,2,0,0,0
3432,2,1,2,5,5,21
3433,1,3,6,0,11,6
3434,0,0,7,0,5,0
3435,0,0,2,0,9,13
3436,0,1,1,1,6,6
3437,0,0,1,0,34,35
3438,0,0,9,0,13,8
3439,0,4,4,12,20,0
3440,0,0,2,0,1,4
3441,2,4,0,8,0,8
3442,1,0,2,7,11,11
3443,2,6,0,3,0,11
3444,0,3,3,6,9,8
3445,0,0,5,0,14,8
3446,0,0,0,0,2,2
3447,2,1,1,0,0,0
3448,1,3,0,0,0,0
3449,0,1,1,32,50,51
3450,0,0,2,0,8,0
3451,1,0,0,3,1,3
3452,2,0,3,18,7,28
3453,1,1,1,2,2,7
3454,0,0,2,0,5,8
3455,1,2,3,28,2,15
3456,1,1,2,2,2,0
3457,0,0,0,0,0,10
3458,1,2,0,0,1,2
3459,1,0,1,8,1,11
3460,0,0,0,0,0,0
3461,1,3,0,8,0,7
3462,1,1,2,3,7,19
3463,1,1,3,2,4,6
3464,0,0,3,0,1,8
3465,0,0,3,0,22,13
3466,0,0,0,0,1,1
3467,0,0,0,0,0,14
3468,0,0,0,0,1,1
3469,0,0,1,0,5,4
3470,1,1,0,10,0,10
3471,0,1,1,1,3,3
3472,0,2,2,0,0,0
3473,1,3,6,0,3,0
3474,1,1,1,0,0,0
3475,2,5,0,31,0,31
3476,0,0,2,0,5,19
3477,1,1,1,7,2,3
3478,2,2,0,2,0,3
3479,0,2,2,1,1,0
3480,0,0,1,0,2,1
3481,0,0,1,0,2,6
3482,1,5,0,13,0,0
3483,2,2,0,36,0,97
3484,2,4,0,11,0,7
3485,0,0,5,0,4,0
3486,3,2,1,5,5,41
3487,3,3,0,0,0,3
3488,1,1,0,2,1,3
3489,2,1,0,0,1,1
3490,0,0,0,0,37,42
3491,2,3,2,7,7,0
3492,1,0,0,1,2,2
3493,0,1,1,2,3,3
3494,0,0,3,0,25,22
3495,0,0,1,0,0,0
3496,1,2,2,3,4,0
3497,0,2,2,2,1,0
3498,1,0,0,2,1,3
3499,0,0,0,0,16,20
3500,2,2,4,3,9,18
3501,1,1,4,5,22,22
3502,2,0,0,3,0,4
3503,0,0,2,0,6,8
3504,0,2,2,18,9,5
3505,0,0,0,0,0,0
3506,0,0,0,0,0,41
3507,2,3,0,11,0,23
3508,0,4,4,17,22,22
3509,1,1,0,2,0,2
3510,1,1,0,1,0,1
3511,2,1,0,7,0,17
3512,0,0,0,0,0,1
3513,2,3,3,3,2,1
3514,0,2,2,1,1,0
3515,0,0,6,0,4,2
3516,2,1,2,1,0,1
3517,0,0,0,0,0,25
3518,0,2,2,1,1,0
3519,1,1,0,2,1,2
3520,1,2,2,0,1,3
3521,2,3,0,18,0,17
3522,0,0,0,0,0,4
3523,2,2,3,5,2,6
3524,2,5,0,11,0,0
3525,3,4,0,10,0,0
3526,0,0,12,0,4,1
3527,1,1,4,0,0,0
3528,3,0,0,24,0,30
3529,1,1,2,8,14,10
3530,0,0,2,0,7,5
3531,2,3,0,18,0,18
3532,1,2,4,7,21,31
3533,0,0,4,0,1,0
3534,1,1,2,8,18,23
3535,1,0,0,2,2,2
3536,0,5,5,18,21,10
3537,0,0,1,0,7,4
3538,1,5,3,3,8,3
3539,1,1,0,1,0,1
3540,3,4,0,4,0,0
3541,0,0,0,0,0,19
3542,1,0,0,11,0,11
3543,0,0,3,0,11,2
3544,0,0,3,0,12,14
3545,0,1,1,11,19,20
3546,1,4,2,5,11,0
3547,1,1,0,7,0,9
3548,0,0,0,0,16,16
3549,0,0,0,0,0,14
3550,0,0,3,0,5,6
3551,0,0,6,0,27,0
3552,0,0,3,0,15,9
3553,0,0,4,0,14,0
3554,2,3,0,7,0,2
3555,0,0,1,0,1,2
3556,0,0,0,0,0,0
3557,1,1,1,4,5,1
3558,2,3,2,12,9,0
3559,0,0,0,0,0,0
3560,1,1,0,0,0,0
3561,1,1,2,4,2,4
3562,0,0,0,0,4,4
3563,1,1,0,3,0,2
3564,2,2,0,9,0,0
3565,2,3,1,0,2,6
3566,0,0,5,0,19,13
3567,0,1,1,3,1,3
3568,1,3,0,29,17,48
3569,0,0,0,0,24,28
3570,0,1,1,6,1,5
3571,1,5,3,2,4,3
3572,2,4,11,1,7,0
3573,0,0,0,0,0,0
3574,0,0,0,0,0,21
3575,0,3,3,19,14,3
3576,1,3,0,3,0,7
3577,0,0,7,0,16,1
3578,1,3,3,25,10,15
3579,0,0,0,0,0,13
3580,0,0,3,0,8,0
3581,1,1,0,0,0,0
3582,1,5,3,15,4,0
3583,1,3,3,1,1,0
3584,0,0,4,0,4,5
3585,0,0,2,0,4,3
3586,0,0,2,0,25,0
3587,0,0,2,0,0,0
3588,2,5,0,5,0,0
3589,0,0,0,0,0,0
3590,0,0,3,0,4,11
3591,0,1,1,2,3,3
3592,1,2,0,17,0,10
3593,0,0,5,0,8,4
3594,0,0,0,0,0,7
3595,0,0,2,0,8,19
3596,2,1,0,9,0,31
3597,1,2,2,0,0,0
3598,0,3,3,22,22,31
3599,1,4,1,4,2,14
3600,0,0,5,0,6,0
3601,1,3,1,0,0,0
3602,3,0,0,10,0,21
3603,0,0,3,0,10,5
3604,1,2,0,0,0,0
3605,0,0,0,0,0,21
3606,1,2,2,6,2,0
3607,1,3,0,3,0,2
3608,0,4,4,44,44,7
3609,2,2,0,11,0,11
3610,2,4,0,15,0,15
3611,2,3,0,9,0,30
3612,0,0,2,0,0,0
3613,2,3,0,5,0,5
3614,0,0,9,0,1,0
3615,0,0,1,0,4,24
3616,3,1,0,1,0,12
3617,2,4,0,4,0,0
3618,0,0,5,0,14,8
3619,1,2,1,1,0,1
3620,2,2,1,3,3,3
3621,0,1,1,9,16,16
3622,0,0,3,0,11,5
3623,0,0,0,0,0,2
3624,1,1,2,0,0,0
3625,2,0,1,1,2,2
3626,1,1,1,27,15,0
3627,0,1,1,3,3,2
3628,0,0,0,0,8,8
3629,2,3,0,5,0,0
3630,2,1,2,4,2,1
3631,0,0,2,0,0,2
3632,2,5,0,27,0,23
3633,0,3,3,6,14,3
3634,0,0,0,0,20,20
3635,1,5,0,14,0,0
3636,1,0,0,3,6,7
3637,0,0,2,0,2,2
3638,0,0,0,0,0,0
3639,1,1,2,11,2,8
3640,0,0,1,0,22,21
3641,0,1,1,40,35,32
3642,2,0,1,4,4,4
3643,1,2,3,18,48,28
3644,0,0,1,0,0,0
3645,1,1,0,1,0,12
3646,0,0,0,0,0,0
3647,0,0,3,0,0,0
3648,1,1,0,1,14,14
3649,0,0,2,0,3,0
3650,0,3,3,3,1,0
3651,0,1,1,2,1,1
3652,1,3,4,10,1,8
3653,0,0,1,0,10,20
3654,0,3,3,11,15,4
3655,2,1,1,10,42,65
3656,0,0,3,0,18,14
3657,0,0,2,0,7,1
3658,3,0,0,26,0,43
3659,0,0,0,0,0,0
3660,1,0,1,1,0,3
3661,0,0,3,0,11,12
3662,0,0,1,0,5,13
3663,2,4,3,19,3,0
3664,2,5,0,18,0,0
3665,4,1,0,7,0,39
3666,1,0,0,20,21,26
3667,0,2,2,9,9,0
3668,0,2,2,4,2,3
3669,0,5,5,1,1,0
3670,1,3,1,0,1,1
3671,2,3,0,21,0,60
3672,1,2,0,2,0,6
3673,3,0,0,3,0,7
3674,1,2,2,10,1,0
3675,0,0,1,0,1,1
3676,0,0,0,0,0,0
3677,3,1,0,2,0,3
3678,1,2,0,15,16,25
3679,0,2,2,6,7,3
3680,1,2,0,4,0,7
3681,1,0,1,20,5,30
3682,0,0,0,0,0,0
3683,0,0,5,0,10,0
3684,0,0,5,0,1,2
3685,0,0,3,0,24,24
3686,0,0,0,0,0,6
3687,2,2,2,2,3,0
3688,1,1,1,0,0,0
3689,1,1,3,13,12,12
3690,0,0,0,0,0,0
3691,2,1,0,7,0,16
3692,0,0,3,0,4,0
3693,1,7,5,13,6,0
3694,1,2,0,0,0,0
3695,0,0,0,0,0,24
3696,0,0,1,0,3,3
3697,0,0,2,0,0,0
3698,0,0,0,0,5,5
3699,0,0,2,0,2,3
3700,0,4,4,28,16,9
3701,0,9,9,11,11,0
3702,2,2,0,0,0,0
3703,0,2,2,1,1,0
3704,1,1,0,1,0,1
3705,1,1,0,7,0,5
3706,1,0,0,1,1,2
3707,0,0,1,0,0,0
3708,0,1,1,1,1,0
3709,2,0,0,2,0,8
3710,0,3,3,0,0,0
3711,0,1,1,1,3,2
3712,1,1,1,6,1,7
3713,1,2,6,0,0,1
3714,2,2,1,0,0,0
3715,2,1,0,2,0,15
3716,1,2,1,20,6,0
3717,1,2,3,8,7,5
3718,1,3,1,0,0,0
3719,0,3,3,7,11,0
3720,1,2,2,2,1,7
3721,0,0,0,0,5,8
3722,1,1,2,4,11,0
3723,1,1,0,2,8,11
3724,0,0,0,0,0,8
3725,0,1,1,3,5,3
3726,0,0,1,0,5,8
3727,0,0,1,0,6,2
3728,1,3,3,23,35,0
3729,1,2,6,7,21,0
3730,2,1,0,13,8,8
3731,1,1,2,0,1,0
3732,0,0,2,0,0,0
3733,1,0,3,6,2,6
3734,1,0,2,8,4,9
3735,1,1,3,4,7,4
3736,0,0,0,0,0,0
3737,3,3,0,2,0,4
3738,1,2,0,0,0,0
3739,1,0,5,13,8,21
3740,0,0,0,0,0,8
3741,0,0,4,0,6,4
3742,1,2,3,2,3,0
3743,2,3,0,5,0,0
3744,2,3,1,9,6,12
3745,2,1,0,2,0,8
3746,1,1,4,1,3,12
3747,1,5,0,17,0,0
3748,2,3,1,1,11,8
3749,0,0,0,0,0,34
3750,0,3,3,5,7,2
3751,2,4,3,9,18,0
3752,0,1,1,3,2,2
3753,0,0,5,0,5,0
3754,1,3,2,11,29,0
3755,2,4,0,17,0,12
3756,0,0,2,0,9,12
3757,2,1,0,5,0,6
3758,0,2,2,3,1,3
3759,1,6,0,7,0,0
3760,1,1,2,3,8,0
3761,0,5,5,9,10,4
3762,0,0,1,0,0,0
3763,1,4,3,6,1,3
3764,0,0,1,0,38,69
3765,3,0,0,0,1,2
3766,1,3,3,0,2,2
3767,0,0,0,0,0,13
3768,0,1,1,4,4,2
3769,2,0,0,2,0,2
3770,1,0,0,1,3,4
3771,0,0,9,0,23,4
